area,quartos,banheiros,garagem,preco
239,3,2,2,1145688
244,4,3,4,1224149
162,2,1,2,791272
200,4,4,3,1086683
68,1,1,1,345987
188,3,2,3,946430
277,5,4,4,1420570
183,2,2,1,869818
168,4,4,4,953798
236,4,4,3,1180684
96,2,2,1,479273
231,4,3,3,1176661
69,1,1,1,321879
95,2,2,2,494133
260,6,5,4,1416943
56,1,1,1,268862
69,2,2,2,403169
71,1,1,1,338256
174,2,2,2,820518
283,6,5,4,1496416
272,4,3,3,1319336
130,2,2,1,638414
169,3,3,2,876048
94,3,3,3,559531
153,3,2,2,755157
108,2,2,2,549884
230,4,3,4,1185259
131,1,1,1,587599
135,2,2,2,693473
48,1,1,0,255838
167,4,3,3,901168
175,4,4,3,972758
105,2,2,2,555591
177,3,2,2,886047
273,6,5,4,1473615
145,2,1,2,683879
122,3,3,2,642018
143,3,2,3,732249
55,2,2,1,345204
89,1,1,0,401469
121,2,2,2,609224
254,4,3,4,1284812
295,6,5,4,1532579
278,4,4,4,1415208
61,1,1,0,297357
244,4,3,4,1265066
53,2,1,2,330881
117,2,1,1,591577
128,3,3,3,694347
162,4,3,3,893339
249,5,5,4,1306550
136,3,3,3,747510
146,4,3,3,838645
100,1,1,0,473140
56,2,2,1,337762
175,2,1,2,848143
262,4,3,3,1329111
54,1,1,0,252332
56,1,1,1,263905
69,2,1,1,345767
193,3,2,3,945061
185,3,2,2,935392
72,2,2,2,442810
232,4,4,3,1204602
115,3,3,2,629382
83,3,2,2,505633
193,4,4,3,1009363
154,2,1,2,745485
195,5,5,4,1088932
261,5,4,4,1367678
245,4,4,4,1287800
219,5,5,4,1223608
224,4,3,4,1168775
194,4,4,4,1072201
278,5,5,4,1440372
238,3,2,3,1126525
155,3,3,2,825900
240,5,4,4,1254731
213,3,3,2,1058252
213,4,4,3,1115176
284,5,4,4,1459728
119,2,2,1,594359
96,1,1,1,483818
143,4,4,3,815093
225,3,3,2,1127675
172,2,2,2,819671
232,3,2,2,1111555
87,1,1,1,409735
117,1,1,0,522744
247,4,4,3,1250628
216,3,3,3,1065537
253,6,5,4,1390924
70,1,1,1,354770
176,3,3,3,941171
166,3,2,3,868403
134,2,2,2,705664
54,1,1,1,268606
224,4,3,4,1176092
61,1,1,0,314283
170,3,2,3,856342
103,2,2,1,530811
215,5,4,4,1182363
59,2,1,1,330127
104,2,2,2,554583
123,2,2,1,623323
211,4,3,3,1089922
166,3,3,3,892893
221,4,3,3,1125830
185,2,1,1,834415
237,4,4,4,1239546
102,1,1,1,515208
94,1,1,1,426987
113,1,1,0,502471
160,3,2,2,832854
191,4,3,3,1029368
119,1,1,0,551275
96,2,1,1,462026
159,3,2,3,825302
227,4,4,4,1197335
272,4,4,3,1375389
284,5,5,4,1492538
117,3,2,3,638745
98,2,1,2,493345
164,3,2,3,832964
204,5,4,4,1132603
157,4,3,4,860950
287,5,5,4,1483120
280,5,4,4,1436797
275,5,5,4,1434566
78,1,1,1,359779
243,5,4,4,1270568
296,4,4,4,1469461
280,5,5,4,1461219
89,1,1,1,412519
282,4,3,3,1405909
109,1,1,0,511158
284,4,4,4,1400283
273,5,5,4,1440642
168,3,2,3,836868
152,3,3,2,782914
106,2,1,1,521710
255,5,4,4,1302489
52,1,1,1,261448
98,1,1,1,493688
104,2,2,1,520715
160,2,2,2,800105
131,3,2,3,696031
291,5,4,4,1470552
119,2,2,2,610797
228,4,3,4,1146930
95,2,2,2,521788
155,2,2,2,766767
266,5,4,4,1393321
83,1,1,1,430019
287,6,5,4,1524368
148,3,3,3,818748
262,5,4,4,1352758
113,2,2,2,620095
117,3,2,3,622139
279,6,5,4,1472011
216,3,2,2,1043051
138,3,2,2,692579
297,5,4,4,1530955
141,4,4,4,810758
83,2,2,2,453614
215,4,3,4,1115200
269,5,5,4,1416242
67,1,1,0,342476
100,3,3,2,590534
67,1,1,0,301949
221,3,3,3,1094470
142,3,2,2,712793
60,1,1,1,300928
155,3,2,2,769955
173,4,3,4,912466
201,4,3,4,1060953
89,2,2,2,462033
295,5,4,4,1513082
120,2,1,1,597560
228,3,3,2,1137970
50,1,1,0,260909
131,1,1,0,606713
285,5,5,4,1472957
188,4,3,3,981750
203,4,4,3,1066115
204,4,4,4,1101360
87,2,2,2,499214
85,2,2,2,493439
160,2,2,1,779695
263,4,4,4,1327769
174,2,2,1,814835
101,1,1,0,471540
100,1,1,1,461929
113,2,1,2,591354
125,1,1,1,599497
135,2,1,1,621751
69,1,1,1,322114
207,5,4,4,1113998
136,2,2,1,660850
125,3,2,3,680409
172,3,3,3,884925
273,5,4,4,1413446
89,2,2,1,453968
111,2,1,1,528613
98,2,2,1,508076
246,4,3,3,1240626
91,2,1,1,454948
77,1,1,0,339486
122,1,1,1,590621
98,2,1,1,487104
130,1,1,1,587726
283,5,4,4,1446242
187,4,3,3,1014245
102,2,1,2,543639
81,1,1,0,413073
66,1,1,0,338363
89,2,1,1,459560
212,5,4,4,1149888
288,5,5,4,1454635
190,3,2,3,959986
245,3,2,2,1142885
250,4,4,4,1300835
273,5,4,4,1377638
272,4,4,3,1333650
222,4,3,4,1133741
182,3,3,2,941560
64,2,1,2,385556
62,1,1,0,278708
106,2,1,1,529086
120,2,1,1,589446
289,6,5,4,1518904
139,3,2,2,742014
267,6,5,4,1425667
65,1,1,0,291699
276,6,5,4,1463662
98,2,1,1,486635
256,5,5,4,1355556
259,6,5,4,1416481
169,2,2,2,805673
271,5,5,4,1404074
165,4,3,4,895024
287,5,4,4,1471973
56,1,1,1,313823
141,4,3,4,786228
143,3,2,3,757227
288,5,4,4,1454672
291,6,5,4,1526664
248,5,4,4,1309437
142,2,2,2,719202
155,4,4,3,858816
254,4,3,4,1262419
249,5,5,4,1307044
112,3,2,2,640672
137,2,2,2,701072
163,3,3,2,843153
84,2,1,2,454528
214,5,5,4,1180004
56,1,1,1,288020
121,2,2,2,650173
165,2,1,1,797589
239,4,4,4,1213004
280,5,5,4,1459949
223,4,4,4,1166443
297,5,5,4,1537509
149,2,1,1,717398
128,1,1,1,612320
118,1,1,1,533902
243,3,3,3,1212169
54,2,2,2,331275
138,3,3,3,748765
181,4,3,4,998695
186,3,2,3,959658
154,3,2,3,777262
175,2,1,2,818335
251,5,5,4,1321650
223,3,2,3,1116561
207,4,4,4,1092868
189,4,4,4,1009982
155,3,3,2,833073
150,3,3,2,779361
78,2,1,2,452048
176,3,3,2,903217
143,4,4,4,802998
128,3,2,3,718517
177,4,3,3,948904
244,5,5,4,1310332
197,5,5,4,1108773
116,2,2,1,609266
293,5,4,4,1460797
69,1,1,1,342980
141,4,4,3,785936
102,2,2,2,518382
144,3,3,2,771571
175,4,4,4,961510
66,1,1,0,332065
300,5,5,4,1536336
217,4,4,4,1154492
300,5,5,4,1515807
263,5,5,4,1360428
219,4,3,4,1160381
188,3,2,2,904615
299,5,4,4,1504161
78,1,1,1,400247
178,2,1,2,875186
213,3,2,2,1024081
86,2,1,2,438871
87,1,1,1,403525
155,3,3,3,811461
208,4,4,3,1068060
111,3,3,3,642217
146,3,2,2,728798
164,2,1,1,772885
288,5,4,4,1478110
287,5,5,4,1478490
297,6,5,4,1570716
56,1,1,0,265170
292,5,4,4,1488312
96,2,2,2,504099
249,6,5,4,1371347
76,1,1,0,350487
242,5,4,4,1249956
149,3,2,2,789112
261,5,5,4,1399150
69,2,2,2,379727
247,3,3,2,1182212
134,3,3,2,695602
215,3,3,2,1082665
188,3,2,2,939376
147,3,2,3,746243
78,1,1,1,373618
173,3,3,3,888757
222,4,3,3,1149658
220,4,4,4,1129196
271,4,4,3,1335907
58,2,2,2,364817
198,5,4,4,1063905
109,2,2,1,588396
96,1,1,0,454493
57,1,1,0,302656
64,1,1,0,327536
277,5,5,4,1433086
234,5,4,4,1229168
187,2,1,1,891997
263,6,5,4,1406761
97,2,2,1,484636
77,1,1,1,376382
256,6,5,4,1374167
235,5,4,4,1251630
294,6,5,4,1514400
196,3,3,2,980911
94,2,1,1,463989
181,3,2,2,918064
279,5,4,4,1427886
45,1,1,0,216738
120,2,1,1,602210
279,5,5,4,1430929
211,5,4,4,1163190
189,2,2,1,878379
175,2,2,2,844917
248,6,5,4,1351075
76,1,1,1,401931
99,3,3,2,569703
131,3,3,2,687716
206,3,2,3,993621
272,6,5,4,1414953
272,5,5,4,1395849
95,2,1,2,524861
54,2,1,1,305221
133,1,1,1,589441
228,3,3,2,1099312
137,1,1,1,647122
131,1,1,0,621312
75,2,2,2,459485
148,3,3,3,815067
135,2,2,2,698741
241,4,4,4,1229506
118,3,3,2,676297
167,4,4,3,897171
177,3,3,2,918905
196,5,5,4,1114158
126,2,1,1,625359
157,3,2,2,779737
81,2,1,2,447858
125,3,2,3,665519
221,4,3,3,1130480
182,3,3,3,924080
245,3,3,2,1180126
275,4,4,4,1400660
265,5,4,4,1389388
175,3,3,2,883729
189,4,4,4,1035678
200,4,4,4,1074203
110,2,1,2,554272
168,2,2,2,794397
215,3,2,2,1032104
166,4,4,4,949066
217,5,4,4,1188979
82,1,1,0,361557
174,4,3,3,902101
224,5,4,4,1227058
275,4,4,3,1344803
153,3,3,3,800710
181,3,3,3,943755
256,4,4,3,1317730
54,2,2,1,301567
282,5,4,4,1454355
84,2,2,1,449014
113,3,3,3,668272
190,2,2,1,884565
60,1,1,1,298171
58,1,1,1,272476
234,3,3,3,1127900
75,1,1,1,358570
289,4,4,3,1414135
241,3,2,2,1179439
145,3,3,3,765398
138,3,3,3,753898
106,2,2,2,547990
92,3,2,2,515985
101,1,1,1,474633
282,4,4,4,1435035
201,5,4,4,1123362
170,4,4,4,969078
149,3,2,2,774243
200,4,3,3,1030009
72,2,1,1,408263
183,2,2,1,872452
289,5,5,4,1513498
101,1,1,1,483619
199,3,3,3,983609
232,3,3,3,1155180
64,1,1,0,290665
56,2,2,1,327681
217,3,3,2,1082694
228,3,3,3,1132690
174,2,2,1,852006
82,1,1,1,388627
58,2,1,1,313877
69,1,1,1,330753
244,3,2,3,1202900
216,4,3,3,1077926
197,3,2,3,960815
125,3,2,3,690963
219,3,3,2,1106148
123,3,2,2,642473
182,3,2,3,938690
63,1,1,0,333215
216,5,4,4,1169231
90,2,2,2,480129
54,1,1,0,250767
89,2,1,2,499541
163,3,2,2,817625
136,2,2,1,697483
251,6,5,4,1379310
197,5,4,4,1071695
94,1,1,1,454033
132,1,1,0,571182
281,5,5,4,1470778
131,2,1,2,675160
106,3,3,2,608709
141,3,2,3,766699
167,3,2,2,846851
60,2,1,2,336641
120,2,2,2,606776
74,1,1,1,355261
186,2,1,2,902020
197,3,3,2,971644
283,6,5,4,1462737
76,1,1,0,342358
107,2,2,1,539113
155,3,3,3,798516
295,4,4,4,1480559
241,4,3,4,1199890
281,5,5,4,1427052
194,4,3,4,1006530
71,2,2,2,403673
158,4,4,4,896963
278,4,3,4,1358300
272,4,3,3,1350719
173,3,2,3,854437
167,3,2,3,836545
140,4,4,4,806477
265,6,5,4,1431527
221,4,3,3,1143176
66,1,1,1,351070
160,3,3,3,875530
179,3,3,2,919633
116,3,2,2,649877
296,4,4,4,1479249
178,3,3,3,911790
71,1,1,1,381851
237,4,3,4,1186224
266,4,4,3,1337278
47,1,1,0,220324
182,3,2,3,934762
269,5,4,4,1399761
56,2,1,1,316832
195,5,5,4,1084079
77,1,1,1,411295
224,5,4,4,1219234
63,1,1,0,295834
61,1,1,1,300235
166,3,2,2,812258
54,1,1,0,270026
152,4,3,3,843471
224,4,4,3,1144753
46,1,1,1,229879
80,1,1,1,380130
214,4,3,4,1112693
55,1,1,0,266438
78,2,2,2,447045
271,6,5,4,1426945
191,2,2,2,905264
135,2,1,2,694835
184,3,2,3,925404
101,3,2,3,565622
96,1,1,1,439977
139,3,3,2,769779
51,1,1,0,272216
137,1,1,0,636126
114,3,3,3,637861
245,5,5,4,1302884
193,3,3,3,959467
227,5,5,4,1238732
231,5,5,4,1219056
299,4,3,4,1453698
49,1,1,0,269806
211,5,4,4,1152868
256,5,4,4,1304975
253,5,5,4,1313099
241,4,3,3,1237140
80,2,2,2,463781
277,5,5,4,1460441
144,4,3,3,802107
80,1,1,1,371678
76,1,1,0,337030
85,1,1,0,411966
63,1,1,1,307870
269,5,4,4,1410559
300,5,5,4,1512517
90,3,2,3,547693
75,2,1,1,414996
121,3,2,3,653184
192,4,4,3,1021767
156,2,1,2,747206
59,1,1,0,282069
101,1,1,1,508337
287,4,3,3,1406185
99,3,3,2,589680
131,2,2,2,695816
259,5,5,4,1334434
181,2,2,1,865440
92,1,1,0,441929
69,2,1,2,386406
73,1,1,0,341859
86,2,1,2,431633
240,5,5,4,1305361
288,6,5,4,1521502
256,4,4,3,1303501
56,1,1,1,317383
155,3,3,2,791851
222,5,5,4,1216380
261,6,5,4,1402556
182,3,3,3,914786
80,2,2,1,464545
283,5,4,4,1445391
195,4,4,3,1040837
130,3,2,2,698153
50,1,1,1,248789
151,3,3,3,787625
55,1,1,1,279095
241,5,4,4,1286846
114,1,1,0,502164
117,1,1,1,549462
251,5,5,4,1319355
83,3,2,2,492129
74,2,1,1,387801
279,6,5,4,1493381
126,1,1,1,610722
47,1,1,1,257109
214,4,3,3,1109694
215,4,3,3,1107145
247,5,5,4,1330372
278,6,5,4,1448866
59,1,1,0,314301
231,3,2,3,1105707
186,3,2,3,951464
282,5,4,4,1412747
293,5,4,4,1500610
61,1,1,0,269761
170,3,3,3,861188
239,4,4,4,1246967
240,5,5,4,1310876
117,2,2,1,585518
144,2,1,1,714464
228,4,3,3,1134550
227,5,5,4,1210105
178,3,2,3,880029
300,4,3,4,1496156
114,1,1,1,530062
158,3,2,2,828146
165,2,1,2,807083
64,2,2,2,376848
291,4,4,3,1467788
187,4,3,4,980809
283,4,4,3,1391128
140,2,1,2,669073
150,3,3,2,764679
225,3,3,3,1106437
48,2,2,2,324084
208,4,3,4,1060768
295,6,5,4,1567086
219,3,2,3,1090550
188,3,3,3,942698
178,4,3,4,939132
100,2,1,2,546648
179,4,4,3,991425
185,4,3,4,1008149
71,1,1,0,328447
122,1,1,0,539367
130,3,3,2,687387
286,4,4,4,1440097
77,1,1,0,372829
243,4,4,3,1249437
115,2,1,2,606256
124,2,1,2,631334
288,5,4,4,1477213
140,3,2,3,772882
72,2,1,1,358406
215,3,2,2,1027516
295,5,5,4,1526890
299,5,4,4,1542214
99,3,2,3,586771
275,5,4,4,1433080
294,6,5,4,1540122
57,1,1,1,310399
148,3,2,3,799355
89,2,2,1,485307
180,2,1,1,831271
79,1,1,1,405388
194,3,3,2,979843
106,2,2,1,556021
174,4,3,3,944854
263,5,4,4,1351909
96,1,1,0,452761
124,2,1,1,606712
116,3,2,2,612238
257,5,5,4,1343824
54,1,1,0,270869
64,1,1,1,338711
202,3,2,2,1007976
118,2,1,1,571770
82,1,1,1,399651
296,6,5,4,1513616
168,4,4,4,915534
172,4,3,4,948277
152,3,2,3,775915
221,3,3,3,1085834
194,4,3,3,984662
210,4,3,3,1068732
127,2,2,2,622600
48,2,2,2,306013
149,3,3,2,784353
134,2,1,2,654873
56,2,1,2,335467
224,4,4,3,1157388
48,1,1,0,248619
82,2,2,1,471726
288,6,5,4,1512912
280,5,4,4,1412620
191,3,2,2,956324
119,1,1,1,557874
296,5,4,4,1470674
259,5,5,4,1383774
192,4,4,4,1027643
142,4,3,4,785698
164,3,3,3,847657
92,3,3,3,531765
68,1,1,0,320643
223,4,3,3,1135900
187,2,1,1,873915
162,3,2,2,849642
275,4,4,3,1362409
62,1,1,0,317427
52,2,2,2,336815
109,2,1,2,545904
266,4,3,4,1331637
109,1,1,0,476727
260,6,5,4,1389861
51,2,2,1,328205
70,1,1,0,365219
170,2,2,1,838621
134,1,1,0,589172
152,3,3,3,822818
293,6,5,4,1556077
292,4,3,3,1408921
60,1,1,0,283152
65,1,1,1,332471
271,5,5,4,1408508
295,5,5,4,1493394
126,1,1,0,587916
200,3,2,3,982863
239,5,4,4,1265621
167,3,2,2,844089
51,1,1,0,227321
48,1,1,1,243752
143,4,4,3,813187
138,4,4,3,794992
288,5,4,4,1482837
209,4,4,4,1122866
101,1,1,0,457216
211,4,3,4,1075133
228,5,4,4,1230097
219,4,4,4,1177475
155,3,3,2,826240
286,4,4,3,1404826
96,2,2,2,546230
110,2,2,2,606166
269,5,4,4,1367707
222,4,4,3,1142878
48,1,1,1,239839
103,3,2,3,601793
217,3,2,3,1070061
136,3,3,3,747181
68,1,1,0,335512
141,2,2,2,689351
194,4,3,3,1003657
224,4,3,3,1137309
261,4,4,4,1344225
227,4,3,3,1136676
136,2,1,1,645289
51,1,1,1,280097
88,2,2,2,472280
197,4,3,4,1058252
145,2,1,1,698011
254,5,5,4,1319995
123,2,1,1,615102
139,3,3,2,727271
110,2,1,2,544929
112,3,3,2,615772
157,2,2,1,781898
78,2,2,2,437356
152,4,4,4,859154
220,4,4,3,1129715
153,3,2,3,826741
54,1,1,1,259084
243,5,5,4,1293105
69,2,1,1,349337
75,1,1,1,375810
197,4,3,4,1033297
71,1,1,1,357594
259,5,4,4,1323640
151,3,3,2,816506
62,1,1,1,306241
121,2,1,2,622800
200,4,3,3,1013848
176,4,4,4,949689
154,2,1,2,773325
251,6,5,4,1367476
226,5,4,4,1197459
87,1,1,0,412661
282,4,3,4,1372639
137,1,1,0,613708
293,4,4,3,1467019
261,5,5,4,1383898
211,4,4,3,1114451
111,2,2,1,585731
103,1,1,1,504708
267,5,4,4,1385484
270,4,4,3,1380729
240,4,4,4,1243172
249,5,5,4,1302651
300,4,3,4,1458083
139,3,3,3,732604
74,1,1,0,380222
177,4,4,3,955643
142,4,3,4,834830
245,3,3,2,1207235
51,1,1,0,267101
192,2,2,1,913508
50,2,1,1,281394
231,3,3,2,1154283
300,6,5,4,1553743
292,4,4,3,1423926
122,2,1,1,606980
187,4,4,3,1026972
109,2,1,2,579451
53,2,2,1,353541
49,1,1,1,236203
175,4,3,4,969032
223,3,2,3,1121660
152,2,1,2,756835
88,2,2,2,470368
67,1,1,0,321002
90,1,1,0,393189
195,3,3,3,997476
168,3,2,3,832787
208,3,2,3,1013553
113,2,1,2,546153
207,4,4,4,1087595
176,3,2,2,880036
205,4,3,4,1051653
101,3,2,3,573601
153,3,2,2,768730
83,3,3,3,513972
111,1,1,1,515308
181,2,1,2,838526
114,2,2,1,566977
195,3,2,3,958789
146,2,1,1,709949
229,5,5,4,1252300
295,6,5,4,1547456
219,4,3,3,1115070
209,4,4,4,1137258
253,5,5,4,1359332
46,1,1,0,251749
169,3,3,3,887956
51,1,1,1,289805
65,1,1,0,306617
255,4,3,4,1263878
166,4,4,4,901934
154,4,4,3,873926
120,3,2,2,626663
239,4,4,3,1248500
215,4,3,3,1073302
274,6,5,4,1450769
90,1,1,1,456238
173,3,2,3,900187
81,1,1,0,384005
213,3,2,3,1038304
203,5,4,4,1096675
242,4,4,3,1219352
259,5,4,4,1348055
45,1,1,0,239850
231,4,4,4,1227041
134,2,2,1,666152
192,4,3,4,1006052
270,5,4,4,1392685
244,4,4,3,1243892
196,4,3,4,1009386
83,2,1,2,448229
249,5,5,4,1298890
96,3,3,3,599223
50,1,1,0,227838
154,3,2,2,769558
58,1,1,1,316122
243,4,3,4,1222830
178,4,4,4,969465
246,5,5,4,1323187
46,1,1,0,217641
200,5,4,4,1082170
221,5,5,4,1223583
147,4,3,4,824655
168,4,3,4,912994
108,2,2,1,525906
172,3,2,2,892907
148,3,3,2,796069
221,4,4,4,1168570
191,2,2,1,892098
201,4,3,4,1084634
96,2,2,2,516105
247,3,2,3,1216104
252,6,5,4,1344004
233,3,2,3,1112265
271,4,3,3,1314192
189,2,1,2,907161
144,4,4,3,793543
117,2,2,1,580936
48,1,1,0,249760
214,4,4,4,1139639
168,3,3,2,856724
147,3,3,3,808476
259,5,4,4,1364423
68,1,1,1,357582
276,4,4,4,1390923
173,3,3,3,907885
241,3,2,3,1162783
127,2,2,1,626732
115,1,1,1,551503
137,3,3,2,715994
48,1,1,0,238063
62,1,1,0,293983
288,4,3,4,1399657
202,4,3,4,1060015
204,4,3,4,1053836
288,6,5,4,1525283
161,3,3,3,830490
55,2,2,2,343637
284,5,5,4,1481456
283,6,5,4,1483013
143,2,2,2,735911
165,3,2,3,875542
102,1,1,0,445389
208,3,3,3,1052285
219,5,5,4,1206827
162,2,2,2,795191
229,4,3,3,1137782
143,3,2,3,783556
118,1,1,0,521398
248,4,4,3,1243034
64,2,1,2,366380
125,2,1,2,633987
190,3,3,2,982213
212,3,2,3,1028224
164,2,2,2,786138
173,3,3,3,904140
52,1,1,1,298365
169,3,2,2,861113
105,3,2,2,559314
214,3,3,3,1045938
286,4,3,4,1400919
61,1,1,1,293008
55,1,1,1,309175
268,6,5,4,1453274
226,4,4,3,1188747
51,1,1,0,278839
143,4,3,4,784855
184,2,2,2,884218
233,3,2,3,1118025
277,6,5,4,1489071
255,5,5,4,1339800
299,6,5,4,1576235
132,3,2,2,719576
281,6,5,4,1474872
275,5,4,4,1438461
110,2,2,2,584588
145,3,2,2,729112
172,3,3,2,864237
222,4,4,4,1162616
261,5,5,4,1346851
201,3,3,3,999611
151,2,2,2,776505
94,2,2,2,536068
264,5,5,4,1383559
232,5,4,4,1237484
131,2,1,1,613654
256,4,4,3,1278610
95,2,2,1,507250
177,3,2,2,878242
262,4,3,4,1306465
112,2,1,2,542980
261,5,5,4,1395989
276,4,4,4,1407357
281,6,5,4,1470992
76,1,1,0,377848
75,2,1,2,387992
175,4,3,4,973372
109,2,2,1,584908
46,2,2,1,308152
230,4,4,4,1211580
56,1,1,0,251115
160,3,2,3,827309
52,1,1,1,302721
79,1,1,0,364943
232,4,3,3,1184418
61,2,2,1,363700
166,3,3,3,874629
66,1,1,1,348252
110,2,1,1,557487
226,5,4,4,1204952
70,2,1,2,382187
231,4,4,3,1197338
136,2,2,1,681068
281,6,5,4,1461366
272,4,3,3,1332439
148,3,3,2,787078
196,3,3,2,993831
298,5,5,4,1556350
288,5,5,4,1475777
111,1,1,1,536225
228,4,4,4,1218839
266,5,5,4,1410070
217,4,3,3,1081391
124,2,1,2,595097
133,2,2,2,680135
186,3,2,2,940040
141,3,2,3,738883
282,4,3,4,1375280
75,2,1,2,406209
111,3,3,2,616192
213,3,2,2,1048155
174,3,3,3,910211
119,2,2,1,592086
262,5,5,4,1351604
268,5,4,4,1381431
300,6,5,4,1531592
283,5,5,4,1461779
130,3,2,3,728417
96,3,2,2,556019
71,2,2,2,395845
249,6,5,4,1346597
151,3,2,3,768665
296,6,5,4,1551304
211,4,3,4,1070929
245,4,4,3,1271262
54,1,1,1,309585
209,5,4,4,1108018
273,5,4,4,1431109
156,3,2,3,795138
217,4,4,3,1156982
288,5,5,4,1469674
200,5,4,4,1089609
133,1,1,1,628939
212,4,4,4,1147534
158,2,2,2,759659
97,3,3,2,549437
185,4,4,4,1004689
80,1,1,1,417976
250,6,5,4,1373063
231,4,4,3,1176371
292,6,5,4,1541464
181,4,3,4,981492
51,1,1,0,282163
174,3,3,2,887618
87,2,2,1,442674
279,4,3,4,1399505
209,4,3,3,1068360
242,3,3,3,1183299
89,2,2,1,493287
165,3,2,2,850169
176,2,2,2,858836
173,2,2,2,833607
171,3,2,3,866295
73,2,2,2,436758
135,3,2,2,705071
173,3,2,3,885120
252,5,4,4,1338270
284,4,3,4,1393998
251,4,3,4,1274239
130,2,1,2,668458
212,5,5,4,1169336
229,3,2,3,1128674
71,2,1,1,352585
52,2,2,2,328363
170,3,3,3,881008
52,1,1,0,250100
150,3,3,3,788057
106,2,2,1,569372
122,2,1,1,606029
100,2,2,2,525525
161,3,2,2,822263
62,1,1,1,301334
178,3,2,2,901929
109,3,3,3,617481
143,3,2,2,729370
128,3,2,3,668174
51,2,1,1,307045
54,2,1,1,302808
197,4,4,4,1038765
242,5,5,4,1287372
203,3,3,2,984076
178,3,3,3,933493
140,2,2,1,676120
277,4,4,4,1411373
188,2,2,2,886968
84,1,1,1,397328
254,5,4,4,1296150
57,2,2,2,376880
105,3,3,2,620871
176,3,2,2,885696
189,3,2,2,959314
106,3,2,2,565136
104,2,2,2,546854
146,4,3,4,805700
79,2,2,1,457742
60,1,1,1,324107
171,4,3,4,931156
112,2,2,2,559114
136,2,1,1,656117
292,6,5,4,1555480
114,1,1,1,552998
114,2,2,2,583422
79,1,1,1,365503
147,3,2,2,782380
300,4,4,3,1506404
300,5,4,4,1545409
97,2,2,1,486203
143,3,2,2,713309
60,1,1,0,289960
300,5,5,4,1549491
119,2,1,1,565522
53,1,1,1,303218
129,2,1,1,634098
116,2,1,1,556867
168,3,2,2,825361
180,3,3,2,936721
270,6,5,4,1435290
126,2,1,2,645591
253,5,5,4,1366554
196,3,3,2,1007137
193,3,2,2,948438
140,3,3,2,749424
105,3,2,3,617043
277,6,5,4,1489940
216,3,3,3,1061836
299,5,4,4,1521300
172,3,3,2,870915
193,5,4,4,1070656
92,3,3,3,535379
125,3,3,3,678755
154,3,2,2,792857
177,3,2,2,866752
166,3,3,3,883825
150,3,3,2,792923
73,1,1,1,341129
284,4,3,3,1388508
135,1,1,1,604058
287,5,4,4,1468473
216,4,3,4,1119102
57,1,1,0,299756
60,2,2,2,390871
105,3,3,2,588543
192,2,2,1,888145
235,4,4,3,1178807
255,4,4,3,1294881
269,5,4,4,1377012
186,4,4,3,989351
208,3,3,3,1021843
122,1,1,0,553205
245,3,3,3,1221565
171,3,2,3,847936
216,4,3,3,1103546
45,1,1,1,239525
54,1,1,1,261587
207,3,2,3,1021014
266,4,3,4,1317901
114,2,2,1,603941
259,6,5,4,1375787
147,3,2,3,760494
201,5,4,4,1082572
210,5,5,4,1140276
140,4,4,3,801849
70,1,1,1,341566
271,4,3,3,1350374
48,2,1,1,260834
181,3,3,2,948209
218,3,2,2,1041495
270,5,4,4,1367202
123,1,1,1,576312
155,3,3,2,805292
238,4,4,3,1209895
236,5,4,4,1245919
275,5,5,4,1439808
259,6,5,4,1372678
160,3,3,3,866558
215,4,4,4,1129855
194,3,2,3,989203
192,4,4,4,1054672
256,5,4,4,1344253
287,6,5,4,1506357
270,6,5,4,1463644
77,1,1,0,369813
92,1,1,0,421792
187,4,4,4,1008088
78,2,1,2,401702
270,5,4,4,1367880
270,4,3,3,1346256
151,3,3,2,818317
80,2,1,1,403249
60,1,1,1,336255
293,5,5,4,1512302
165,3,2,2,817460
277,6,5,4,1473541
271,5,5,4,1417836
71,1,1,1,361841
164,2,1,1,763560
297,4,3,4,1462864
107,2,1,2,526615
278,5,4,4,1396457
185,3,3,3,928361
231,3,2,2,1092332
62,1,1,1,298106
281,6,5,4,1498224
133,2,1,1,662592
247,3,2,2,1177025
248,5,5,4,1321981
299,4,3,4,1479676
232,4,3,4,1199793
276,5,4,4,1420055
129,1,1,1,601213
223,4,4,4,1146613
51,1,1,0,231869
276,6,5,4,1438204
78,1,1,1,383188
144,3,3,2,782575
70,1,1,0,359409
207,3,3,2,1017306
74,2,2,1,439355
219,3,3,2,1090592
173,2,2,1,808785
69,1,1,0,320684
179,3,2,3,883087
244,5,5,4,1304994
258,4,4,4,1293113
59,2,1,1,305416
282,4,4,3,1427875
284,6,5,4,1518832
285,4,3,4,1393259
59,2,1,1,302482
68,1,1,0,300334
159,3,3,2,817446
235,4,4,3,1213931
135,2,1,2,648907
100,1,1,1,453921
119,2,1,1,598754
215,4,4,4,1138240
79,1,1,1,370315
80,1,1,1,364213
71,1,1,1,353536
126,2,1,1,617057
284,4,3,3,1416684
152,3,2,3,796086
127,2,1,1,632514
248,5,5,4,1289134
264,4,4,4,1336295
135,1,1,0,617970
289,6,5,4,1514446
295,5,5,4,1513122
234,4,4,4,1240824
300,4,4,3,1502099
272,5,4,4,1397940
66,2,2,1,383955
200,3,3,2,1004351
285,4,3,4,1399933
120,2,2,1,595210
160,3,2,2,813828
